1_ortho	4_cgram	11_infover	5_genre
croiront	VER	ind:fut:3p;	na
croirons	VER	ind:fut:1p;	na
croirions	VER	cnd:pre:1p;	na
croiriez	VER	cnd:pre:2p;	na
croirez	VER	ind:fut:2p;	na
croire	VER	inf;;inf;;inf;;	na
croirait	VER	cnd:pre:3s;	na
croirais	VER	cnd:pre:1s;cnd:pre:2s;	na
croiraient	VER	cnd:pre:3p;	na
croirai	VER	ind:fut:1s;	na
croira	VER	ind:fut:3s;	na
crue	VER	par:pas;	f
crues	VER	par:pas;	f
crurent	VER	ind:pas:3p;	na
crus	VER	ind:pas:1s;ind:pas:2s;par:pas;	m
crusse	VER	sub:imp:1s;	na
crussent	VER	sub:imp:3p;	na
crusses	VER	sub:imp:2s;	na
crut	VER	ind:pas:3s;	na
crois	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	na
croyant	VER	par:pre;	na
croyait	VER	ind:imp:3s;	na
croyaient	VER	ind:imp:3p;	na
croyais	VER	ind:imp:1s;ind:imp:2s;	na
aimeras	VER	ind:fut:2s;	na
aimiez	VER	ind:imp:2p;sub:pre:2p;	na
aimez	VER	imp:pre:2p;ind:pre:2p;	na
aimait	VER	ind:imp:3s;	na
aimais	VER	ind:imp:1s;ind:imp:2s;	na
aimerez	VER	ind:fut:2p;	na
aimai	VER	ind:pas:1s;	na
aima	VER	ind:pas:3s;	na
aimions	VER	ind:imp:1p;sub:pre:1p;	na
aimasse	VER	sub:imp:1s;	na
aimons	VER	imp:pre:1p;ind:pre:1p;	na
aimâmes	VER	ind:pas:1p;	na
aimés	VER	par:pas;	m
aimées	VER	par:pas;	f
aimée	VER	par:pas;	f
aimé	VER	par:pas;	m
aimèrent	VER	ind:pas:3p;	na
aimant	VER	par:pre;	na
aimaient	VER	ind:imp:3p;	na
aimassent	VER	sub:imp:3p;	na
aimer	VER	inf;;inf;;inf;;inf;;inf;;inf;;inf;;	na
aimeriez	VER	cnd:pre:2p;	na
aimerions	VER	cnd:pre:1p;	na
aimerons	VER	ind:fut:1p;	na
aimerait	VER	cnd:pre:3s;	na
aimerais	VER	cnd:pre:1s;cnd:pre:2s;	na
aimeraient	VER	cnd:pre:3p;	na
aimerai	VER	ind:fut:1s;	na
aimera	VER	ind:fut:3s;	na
aimât	VER	sub:imp:3s;	na
aimâtes	VER	ind:pas:2p;	na
aimes	VER	ind:pre:2s;sub:pre:2s;	na
aimeront	VER	ind:fut:3p;	na
aime	VER	imp:pre:2s;ind:pre:1s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	na
aiment	VER	ind:pre:3p;sub:pre:3p;	na
aimassions	VER	sub:imp:1p;	na
fallait	VER	ind:imp:3s;	na
falloir	VER	inf;	na
faudra	VER	ind:fut:3s;	na
fallut	VER	ind:pas:3s;	na
fallût	VER	sub:imp:3s;	na
faudrait	VER	cnd:pre:3s;	na
faut	VER	ind:pre:3s;	na
fallu	VER	par:pas;	m
très	ADV	na	na
ou	CON	na	na
quoi	ADJ	na	m
bon	ADJ	na	m
bons	ADJ	na	m
bonne	ADJ	na	f
bonnes	ADJ	na	f
passa	VER	ind:pas:3s;	na
passèrent	VER	ind:pas:3p;	na
passai	VER	ind:pas:1s;	na
passerions	VER	cnd:pre:1p;	na
passas	VER	ind:pas:2s;	na
passe	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	na
passent	VER	ind:pre:3p;sub:pre:3p;	na
passer	VER	inf;;inf;;inf;;	na
passera	VER	ind:fut:3s;	na
passerai	VER	ind:fut:1s;	na
passeraient	VER	cnd:pre:3p;	na
passerais	VER	cnd:pre:1s;cnd:pre:2s;	na
passerait	VER	cnd:pre:3s;	na
passeras	VER	ind:fut:2s;	na
passerez	VER	ind:fut:2p;	na
passeriez	VER	cnd:pre:2p;	na
passerons	VER	ind:fut:1p;	na
passait	VER	ind:imp:3s;	na
passeront	VER	ind:fut:3p;	na
passes	VER	ind:pre:2s;sub:pre:2s;	na
passez	VER	imp:pre:2p;ind:pre:2p;	na
passiez	VER	ind:imp:2p;sub:pre:2p;	na
passions	VER	ind:imp:1p;sub:pre:1p;	na
passons	VER	imp:pre:1p;ind:pre:1p;	na
passâmes	VER	ind:pas:1p;	na
passâtes	VER	ind:pas:2p;	na
passé	VER	par:pas;par:pas;par:pas;par:pas;	m
passée	VER	par:pas;	f
passées	VER	par:pas;	f
passés	VER	par:pas;	m
passant	VER	par:pre;	na
passât	VER	sub:imp:3s;	na
passais	VER	ind:imp:1s;ind:imp:2s;	na
passaient	VER	ind:imp:3p;	na
penser	VER	imp:pre:2p;inf;	na
pense	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	na
penserait	VER	cnd:pre:3s;	na
penserais	VER	cnd:pre:1s;cnd:pre:2s;	na
penseraient	VER	cnd:pre:3p;	na
penserai	VER	ind:fut:1s;	na
pensera	VER	ind:fut:3s;	na
pensent	VER	ind:pre:3p;	na
penseriez	VER	cnd:pre:2p;	na
pensa	VER	ind:pas:3s;	na
pensai	VER	ind:pas:1s;	na
pensaient	VER	ind:imp:3p;	na
pensais	VER	ind:imp:1s;ind:imp:2s;	na
pensait	VER	ind:imp:3s;	na
pensant	VER	par:pre;	na
penserez	VER	ind:fut:2p;	na
penseras	VER	ind:fut:2s;	na
penserions	VER	cnd:pre:1p;	na
pensée	VER	par:pas;	f
penseront	VER	ind:fut:3p;	na
penses	VER	ind:pre:2s;sub:pre:2s;	na
pensez	VER	imp:pre:2p;ind:pre:2p;	na
pensiez	VER	ind:imp:2p;sub:pre:2p;	na
pensions	VER	ind:imp:1p;	na
pensons	VER	imp:pre:1p;ind:pre:1p;	na
pensâmes	VER	ind:pas:1p;	na
pensât	VER	sub:imp:3s;	na
pensés	VER	par:pas;	m
penserons	VER	ind:fut:1p;	na
pensées	VER	par:pas;	f
pensèrent	VER	ind:pas:3p;	na
pensé	VER	imp:pre:2s;par:pas;par:pas;par:pas;par:pas;par:pas;	m
aussi	ADV	na	na
si	CON	na	na
tout	PRO:ind	na	m
jamais	ADV	na	na
attendus	VER	par:pas;	m
attendît	VER	sub:imp:3s;	na
attendîmes	VER	ind:pas:1p;	na
attendues	VER	par:pas;	f
attendrons	VER	ind:fut:1p;	na
attendue	VER	par:pas;	f
attendis	VER	ind:pas:1s;	na
attendrions	VER	cnd:pre:1p;	na
attendriez	VER	cnd:pre:2p;	na
attendrez	VER	ind:fut:2p;	na
attendre	VER	inf;;inf;;inf;;	na
attendras	VER	ind:fut:2s;	na
attendrait	VER	cnd:pre:3s;	na
attendrais	VER	cnd:pre:1s;cnd:pre:2s;	na
attendraient	VER	cnd:pre:3p;	na
attendrai	VER	ind:fut:1s;	na
attendra	VER	ind:fut:3s;	na
attendons	VER	imp:pre:1p;ind:pre:1p;	na
attendit	VER	ind:pas:3s;	na
attendissent	VER	sub:imp:3p;	na
attendisse	VER	sub:imp:1s;	na
attendirent	VER	ind:pas:3p;	na
attendu	VER	par:pas;	m
attendions	VER	ind:imp:1p;	na
attendiez	VER	ind:imp:2p;sub:pre:2p;	na
attendez	VER	imp:pre:2p;ind:pre:2p;	na
attendes	VER	sub:pre:2s;	na
attendent	VER	ind:pre:3p;	na
attend	VER	ind:pre:3s;	na
attende	VER	sub:pre:1s;sub:pre:3s;	na
attendant	VER	par:pre;	na
attendait	VER	ind:imp:3s;	na
attendais	VER	ind:imp:1s;ind:imp:2s;	na
attendaient	VER	ind:imp:3p;	na
attendront	VER	ind:fut:3p;	na
attends	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	na
pourquoi	ADV	na	na
trouvent	VER	ind:pre:3p;sub:pre:3p;	na
trouver	VER	inf;;inf;;inf;;inf;;	na
trouvâmes	VER	ind:pas:1p;	na
trouves	VER	ind:pre:2s;sub:pre:1p;sub:pre:2s;	na
trouvas	VER	ind:pas:2s;	na
trouvasse	VER	sub:imp:1s;	na
trouvées	VER	par:pas;	f
trouvera	VER	ind:fut:3s;	na
trouvassent	VER	sub:imp:3p;	na
trouvions	VER	ind:imp:1p;sub:pre:1p;	na
trouvés	VER	par:pas;par:pas;par:pas;	m
trouviez	VER	ind:imp:2p;	na
trouvez	VER	imp:pre:2p;ind:pre:2p;	na
trouveront	VER	ind:fut:3p;	na
trouvant	VER	par:pre;	na
trouvons	VER	imp:pre:1p;ind:pre:1p;	na
trouverons	VER	ind:fut:1p;	na
trouverions	VER	cnd:pre:1p;	na
trouveriez	VER	cnd:pre:2p;	na
trouverez	VER	ind:fut:2p;	na
trouveras	VER	ind:fut:2s;	na
trouverait	VER	cnd:pre:3s;	na
trouverais	VER	cnd:pre:1s;cnd:pre:2s;	na
trouveraient	VER	cnd:pre:3p;	na
trouvée	VER	par:pas;	f
trouverai	VER	ind:fut:1s;	na
trouvait	VER	ind:imp:3s;	na
trouvaient	VER	ind:imp:3p;	na
trouva	VER	ind:pas:3s;	na
trouvé	VER	par:pas;par:pas;par:pas;	m
trouvai	VER	ind:pas:1s;	na
trouve	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	na
trouvais	VER	ind:imp:1s;ind:imp:2s;	na
trouvèrent	VER	ind:pas:3p;	na
trouvât	VER	sub:imp:3s;	na
laissa	VER	ind:pas:3s;	na
laissai	VER	ind:pas:1s;	na
laissant	VER	par:pre;	na
laissaient	VER	ind:imp:3p;	na
laissés	VER	par:pas;	m
laissées	VER	par:pas;	f
laissais	VER	ind:imp:1s;ind:imp:2s;	na
laissé	VER	par:pas;par:pas;par:pas;par:pas;	m
laissèrent	VER	ind:pas:3p;	na
laissât	VER	sub:imp:3s;	na
laissâmes	VER	ind:pas:1p;	na
laissons	VER	imp:pre:1p;ind:pre:1p;	na
laissait	VER	ind:imp:3s;	na
laisse	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	na
laissassent	VER	sub:imp:3p;	na
laisserais	VER	cnd:pre:1s;cnd:pre:2s;	na
laisserait	VER	cnd:pre:3s;	na
laisseras	VER	ind:fut:2s;	na
laisseraient	VER	cnd:pre:3p;	na
laisserai	VER	ind:fut:1s;	na
laisseriez	VER	cnd:pre:2p;	na
laissera	VER	ind:fut:3s;	na
laisserions	VER	cnd:pre:1p;	na
laisserons	VER	ind:fut:1p;	na
laisseront	VER	ind:fut:3p;	na
laisses	VER	ind:pre:2s;sub:pre:1p;sub:pre:2s;	na
laisser	VER	inf;;inf;;inf;;inf;;inf;;inf;;	na
laissez	VER	imp:pre:2p;ind:pre:2p;	na
laissent	VER	ind:pre:3p;sub:pre:3p;	na
laissiez	VER	ind:imp:2p;sub:pre:2p;	na
laissions	VER	ind:imp:1p;	na
laisserez	VER	ind:fut:2p;	na
laissée	VER	ind:imp:3p;par:pas;	f
sa	ADJ:pos	na	na
ta	ADJ:pos	na	na
arrives	VER	ind:pre:2s;	na
arrivent	VER	ind:pre:3p;sub:pre:3p;	na
arrivassent	VER	sub:imp:3p;	na
arrivai	VER	ind:pas:1s;	na
arrivas	VER	ind:pas:2s;	na
arrivez	VER	imp:pre:2p;ind:pre:2p;	na
arrivés	VER	par:pas;	m
arriveront	VER	ind:fut:3p;	na
arriverez	VER	ind:fut:2p;	na
arriviez	VER	ind:imp:2p;	na
arriveriez	VER	cnd:pre:2p;	na
arriverions	VER	cnd:pre:1p;	na
arriver	VER	inf;;inf;;inf;;	na
arriverai	VER	ind:fut:1s;	na
arriverais	VER	cnd:pre:1s;cnd:pre:2s;	na
arriverons	VER	ind:fut:1p;	na
arrivâmes	VER	ind:pas:1p;	na
arrivera	VER	ind:fut:3s;	na
arriveras	VER	ind:fut:2s;	na
arriverait	VER	cnd:pre:3s;	na
arrivions	VER	ind:imp:1p;	na
arrivaient	VER	ind:imp:3p;	na
arrivais	VER	ind:imp:1s;ind:imp:2s;	na
arrivait	VER	ind:imp:3s;	na
arrivant	VER	par:pre;	na
arrivâtes	VER	ind:pas:2p;	na
arrivât	VER	sub:imp:3s;	na
arrivèrent	VER	ind:pas:3p;	na
arrivé	VER	par:pas;par:pas;par:pas;	m
arrive	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	na
arriveraient	VER	cnd:pre:3p;	na
arriva	VER	ind:pas:3s;	na
arrivée	VER	par:pas;	f
arrivées	VER	par:pas;	f
arrivons	VER	imp:pre:1p;ind:pre:1p;	na
les	PRO:per	na	na
ces	ADJ:dem	na	na
donnait	VER	ind:imp:3s;	na
donnerais	VER	cnd:pre:1s;cnd:pre:2s;	na
donniez	VER	ind:imp:2p;sub:pre:2p;	na
donnais	VER	ind:imp:1s;ind:imp:2s;	na
donnaient	VER	ind:imp:3p;	na
donnant	VER	par:pre;	na
donna	VER	ind:pas:3s;	na
donnai	VER	ind:pas:1s;	na
donnions	VER	ind:imp:1p;sub:pre:1p;	na
donnons	VER	imp:pre:1p;ind:pre:1p;	na
donnâmes	VER	ind:pas:1p;	na
donnât	VER	sub:imp:3s;	na
donnèrent	VER	ind:pas:3p;	na
donné	VER	par:pas;par:pas;par:pas;par:pas;	m
donnée	VER	par:pas;	f
donnez	VER	imp:pre:2p;ind:pre:2p;	na
donnerions	VER	cnd:pre:1p;	na
donnes	VER	ind:pre:1p;ind:pre:2s;sub:pre:2s;	na
donnerez	VER	ind:fut:2p;	na
donneraient	VER	cnd:pre:3p;	na
donnerai	VER	ind:fut:1s;	na
donnera	VER	ind:fut:3s;	na
donner	VER	inf;;inf;;inf;;inf;;inf;;inf;;inf;;	na
donneront	VER	ind:fut:3p;	na
donnerait	VER	cnd:pre:3s;	na
donneras	VER	ind:fut:2s;	na
données	VER	par:pas;	f
donnent	VER	ind:pre:3p;sub:pre:3p;	na
donneriez	VER	cnd:pre:2p;	na
donnas	VER	ind:pas:2s;	na
donnassent	VER	sub:imp:3p;	na
donne	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	na
donnés	VER	par:pas;	m
donnerons	VER	ind:fut:1p;	na
regarderai	VER	ind:fut:1s;	na
regarder	VER	inf;;inf;;inf;;inf;;	na
regardent	VER	ind:pre:3p;	na
regardés	VER	par:pas;	m
regardées	VER	par:pas;	f
regardiez	VER	ind:imp:2p;	na
regardé	VER	par:pas;	m
regardèrent	VER	ind:pas:3p;	na
regardât	VER	sub:imp:3s;	na
regardâmes	VER	ind:pas:1p;	na
regardons	VER	imp:pre:1p;ind:pre:1p;	na
regardions	VER	ind:imp:1p;	na
regardée	VER	ind:imp:3s;par:pas;	f
regarde	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	na
regarderas	VER	ind:fut:2s;	na
regardais	VER	ind:imp:1s;ind:imp:2s;	na
regardaient	VER	ind:imp:3p;	na
regarderez	VER	ind:fut:2p;	na
regardai	VER	ind:pas:1s;	na
regarderais	VER	cnd:pre:1s;cnd:pre:2s;	na
regarda	VER	ind:pas:3s;	na
regarderiez	VER	cnd:pre:2p;	na
regarderions	VER	cnd:pre:1p;	na
regardez	VER	imp:pre:2p;ind:pre:2p;	na
regarderait	VER	cnd:pre:3s;	na
regarderons	VER	ind:fut:1p;	na
regarderont	VER	ind:fut:3p;	na
regardait	VER	ind:imp:3s;	na
regarderaient	VER	cnd:pre:3p;	na
regardes	VER	ind:pre:2s;sub:pre:2s;	na
regardant	VER	par:pre;	na
regardera	VER	ind:fut:3s;	na
encore	ADV	na	na
appellerons	VER	ind:fut:1p;	na
appellerions	VER	cnd:pre:1p;	na
appela	VER	ind:pas:3s;	na
appelaient	VER	ind:imp:3p;	na
appelais	VER	ind:imp:1s;ind:imp:2s;	na
appelait	VER	ind:imp:3s;	na
appelés	VER	par:pas;	m
appelées	VER	par:pas;	f
appelée	VER	par:pas;	f
appelé	VER	par:pas;	m
appelèrent	VER	ind:pas:3p;	na
appelât	VER	sub:imp:3s;	na
appelons	VER	imp:pre:1p;ind:pre:1p;	na
appelles	VER	ind:pre:2s;sub:pre:2s;	na
appelleront	VER	ind:fut:3p;	na
appelai	VER	ind:pas:1s;	na
appelleriez	VER	cnd:pre:2p;	na
appellera	VER	ind:fut:3s;	na
appelant	VER	par:pre;	na
appeler	VER	inf;;inf;;inf;;inf;;	na
appelez	VER	imp:pre:2p;ind:pre:2p;	na
appeliez	VER	ind:imp:2p;sub:pre:2p;	na
appelions	VER	ind:imp:1p;	na
appelle	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	na
appellent	VER	ind:pre:3p;	na
appellerai	VER	ind:fut:1s;	na
appelleraient	VER	cnd:pre:3p;	na
appellerais	VER	cnd:pre:1s;cnd:pre:2s;	na
appellerait	VER	cnd:pre:3s;	na
appelleras	VER	ind:fut:2s;	na
appellerez	VER	ind:fut:2p;	na
est-ce que	ADV	na	na
hommes	NOM	na	m
homme	NOM	na	m
partîmes	VER	ind:pas:1p;	na
partît	VER	sub:imp:3s;	na
partiriez	VER	cnd:pre:2p;	na
partirions	VER	cnd:pre:1p;	na
partez	VER	imp:pre:2p;ind:pre:2p;	na
partirez	VER	ind:fut:2p;	na
partirons	VER	ind:fut:1p;	na
partirent	VER	ind:pas:3p;	na
partirait	VER	cnd:pre:3s;	na
partirais	VER	cnd:pre:1s;cnd:pre:2s;	na
partiraient	VER	cnd:pre:3p;	na
partirai	VER	ind:fut:1s;	na
partir	VER	inf;	na
partions	VER	ind:imp:1p;	na
partiez	VER	ind:imp:2p;sub:pre:2p;	na
parties	VER	par:pas;	f
partie	VER	par:pas;	f
parti	VER	par:pas;	m
partiront	VER	ind:fut:3p;	na
pars	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	na
partis	VER	ind:pas:1s;ind:pas:2s;par:pas;	m
partisse	VER	sub:imp:1s;	na
partes	VER	sub:pre:2s;	na
partissent	VER	sub:imp:3p;	na
partit	VER	ind:pas:3s;	na
partons	VER	imp:pre:1p;ind:pre:1p;;imp:pre:1p;ind:pre:1p;	na
partent	VER	ind:pre:3p;	na
parte	VER	sub:pre:1s;sub:pre:3s;	na
partant	VER	par:pre;	na
partait	VER	ind:imp:3s;	na
partais	VER	ind:imp:1s;ind:imp:2s;	na
partaient	VER	ind:imp:3p;	na
part	VER	ind:pre:3s;	na
partira	VER	ind:fut:3s;	na
partiras	VER	ind:fut:2s;	na
petite	ADJ	na	f
petites	ADJ	na	f
petits	ADJ	na	m
petit	ADJ	na	m
mes	ADJ:pos	na	na
la	PRO:per	na	f
toujours	ADV	na	na
jour	NOM	na	m
jours	NOM	na	m
tout	ADV	na	na
femmes	NOM	na	f
femme	NOM	na	f
temps	NOM	na	m
maintenant	ADV	na	na
notre	ADJ:pos	na	na
vies	NOM	na	f
vie	NOM	na	f
deux	ADJ:num	na	na
mettrai	VER	ind:fut:1s;	na
mets	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	na
mettras	VER	ind:fut:2s;	na
mettaient	VER	ind:imp:3p;	na
mettais	VER	ind:imp:1s;ind:imp:2s;	na
mettait	VER	ind:imp:3s;	na
mettraient	VER	cnd:pre:3p;	na
mettant	VER	par:pre;	na
mît	VER	sub:imp:3s;	na
mîmes	VER	ind:pas:1p;	na
mettre	VER	inf;;inf;;inf;;inf;;	na
mettrais	VER	cnd:pre:1s;cnd:pre:2s;	na
mette	VER	sub:pre:1s;sub:pre:3s;	na
mettra	VER	ind:fut:3s;	na
mettons	VER	imp:pre:1p;ind:pre:1p;	na
mettions	VER	ind:imp:1p;	na
mettiez	VER	ind:imp:2p;	na
mettez	VER	imp:pre:2p;ind:pre:2p;	na
mettront	VER	ind:fut:3p;	na
mettes	VER	sub:pre:2s;	na
mettriez	VER	cnd:pre:2p;	na
mettrez	VER	ind:fut:2p;	na
mettent	VER	ind:pre:3p;sub:pre:3p;	na
mises	VER	par:pas;	f
mettrions	VER	cnd:pre:1p;	na
mise	VER	par:pas;	f
mirent	VER	ind:pas:3p;	na
missent	VER	sub:imp:3p;	na
missions	VER	sub:imp:1p;	na
mettrons	VER	ind:fut:1p;	na
mis	VER	ind:pas:1s;ind:pas:2s;par:pas;par:pas;par:pas;par:pas;	m
mit	VER	ind:pas:3s;	na
met	VER	ind:pre:3s;	na
mettrait	VER	cnd:pre:3s;	na
resta	VER	ind:pas:3s;	na
restassent	VER	sub:imp:3p;	na
restant	VER	par:pre;	na
restait	VER	ind:imp:3s;	na
restai	VER	ind:pas:1s;	na
restées	VER	par:pas;	f
restée	VER	ind:imp:3p;par:pas;	f
resté	VER	par:pas;	m
restèrent	VER	ind:pas:3p;	na
regretter	VER	imp:pre:2p;	na
restâmes	VER	ind:pas:1p;	na
restaient	VER	ind:imp:3p;	na
restés	VER	par:pas;	m
restera	VER	ind:fut:3s;	na
resterai	VER	ind:fut:1s;	na
reste	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	na
resteraient	VER	cnd:pre:3p;	na
resterais	VER	cnd:pre:1s;cnd:pre:2s;	na
resterait	VER	cnd:pre:3s;	na
resteras	VER	ind:fut:2s;	na
resterez	VER	ind:fut:2p;	na
resteriez	VER	cnd:pre:2p;	na
resterions	VER	cnd:pre:1p;	na
rester	VER	inf;;inf;;inf;;inf;;	na
resteront	VER	ind:fut:3p;	na
restes	VER	ind:pre:2s;sub:pre:2s;	na
restez	VER	imp:pre:2p;ind:pre:2p;	na
restiez	VER	ind:imp:2p;	na
restent	VER	ind:pre:3p;	na
restions	VER	ind:imp:1p;	na
restons	VER	imp:pre:1p;ind:pre:1p;	na
resterons	VER	ind:fut:1p;	na
restât	VER	sub:imp:3s;	na
restais	VER	ind:imp:1s;ind:imp:2s;	na
sans	PRE	na	na
arrêtât	VER	sub:imp:3s;	na
arrêteraient	VER	cnd:pre:3p;	na
arrêterai	VER	ind:fut:1s;	na
arrêtera	VER	ind:fut:3s;	na
arrêter	VER	inf;;inf;;inf;;inf;;	na
arrêtent	VER	ind:pre:3p;sub:pre:3p;	na
arrête	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	na
arrêtassent	VER	sub:imp:3p;	na
arrêtons	VER	imp:pre:1p;ind:pre:1p;	na
arrêtâmes	VER	ind:pas:1p;	na
arrêtèrent	VER	ind:pas:3p;	na
arrêterait	VER	cnd:pre:3s;	na
arrêté	VER	par:pas;	m
arrêtée	VER	par:pas;	f
arrêtiez	VER	ind:imp:2p;	na
arrêta	VER	ind:pas:3s;	na
arrêtées	VER	par:pas;	f
arrêtant	VER	par:pre;	na
arrêtai	VER	ind:pas:1s;	na
arrêtés	VER	par:pas;	m
arrêtaient	VER	ind:imp:3p;	na
arrêtais	VER	ind:imp:1s;ind:imp:2s;	na
arrêterais	VER	cnd:pre:1s;cnd:pre:2s;	na
arrêtait	VER	ind:imp:3s;	na
arrêterez	VER	ind:fut:2p;	na
arrêteriez	VER	cnd:pre:2p;	na
arrêterions	VER	cnd:pre:1p;	na
arrêterons	VER	ind:fut:1p;	na
arrêteront	VER	ind:fut:3p;	na
arrêteras	VER	ind:fut:2s;	na
arrêtions	VER	ind:imp:1p;sub:pre:1p;	na
arrêtes	VER	ind:pre:2s;sub:pre:2s;	na
arrêtez	VER	imp:pre:2p;ind:pre:2p;	na
vraiment	ADV	na	na
connaîtrai	VER	ind:fut:1s;	na
connaissez	VER	imp:pre:2p;ind:pre:2p;	na
connaissons	VER	imp:pre:1p;ind:pre:1p;	na
connaîtraient	VER	cnd:pre:3p;	na
connais	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	na
connût	VER	sub:imp:3s;	na
connûmes	VER	ind:pas:1p;	na
connaît	VER	ind:pre:3s;	na
connaîtra	VER	ind:fut:3s;	na
connaissaient	VER	ind:imp:3p;	na
connaîtrais	VER	cnd:pre:1s;cnd:pre:2s;	na
connaisse	VER	sub:pre:1s;sub:pre:3s;	na
connaîtrions	VER	cnd:pre:1p;	na
connaissiez	VER	ind:imp:2p;sub:pre:2p;	na
connaîtrez	VER	ind:fut:2p;	na
connaisses	VER	sub:pre:2s;	na
connaître	VER	inf;;inf;;inf;;	na
connaissent	VER	ind:pre:3p;	na
connaissions	VER	ind:imp:1p;	na
connaîtriez	VER	cnd:pre:2p;	na
connaîtras	VER	ind:fut:2s;	na
connaissant	VER	par:pre;	na
connaîtrait	VER	cnd:pre:3s;	na
connaîtront	VER	ind:fut:3p;	na
connaissait	VER	ind:imp:3s;	na
connaissais	VER	ind:imp:1s;ind:imp:2s;	na
connaîtrons	VER	ind:fut:1p;	na
connussent	VER	sub:imp:3p;	na
connusses	VER	sub:imp:2s;	na
connut	VER	ind:pas:3s;	na
connurent	VER	ind:pas:3p;	na
connusse	VER	sub:imp:1s;	na
connues	VER	par:pas;	f
connus	VER	ind:pas:1s;ind:pas:2s;par:pas;	m
connu	VER	par:pas;	m
connue	VER	par:pas;	f
sûrs	ADJ	na	m
sûr	ADJ	na	m
sûre	ADJ	na	f
sûres	ADJ	na	f
merci	ONO	na	na
tuée	VER	par:pas;	f
tuant	VER	par:pre;	na
tuaient	VER	ind:imp:3p;	na
tuons	VER	imp:pre:1p;ind:pre:1p;	na
tueras	VER	ind:fut:2s;	na
tuent	VER	ind:pre:3p;	na
tue	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	na
tuai	VER	ind:pas:1s;	na
tuerions	VER	cnd:pre:1p;	na
tuais	VER	ind:imp:1s;ind:imp:2s;	na
tuera	VER	ind:fut:3s;	na
tua	VER	ind:pas:3s;	na
tuèrent	VER	ind:pas:3p;	na
tuions	VER	ind:imp:1p;	na
tuiez	VER	ind:imp:2p;sub:pre:2p;	na
tues	VER	ind:pre:2s;sub:pre:2s;	na
tuerai	VER	ind:fut:1s;	na
tuerais	VER	cnd:pre:1s;cnd:pre:2s;	na
tueriez	VER	cnd:pre:2p;	na
tuât	VER	sub:imp:3s;	na
tuerait	VER	cnd:pre:3s;	na
tuerez	VER	ind:fut:2p;	na
tué	VER	par:pas;	m
tueront	VER	ind:fut:3p;	na
tuerons	VER	ind:fut:1p;	na
tués	VER	par:pas;	m
tuer	VER	inf;;inf;;inf;;inf;;	na
tuez	VER	imp:pre:2p;ind:pre:2p;	na
tuait	VER	ind:imp:3s;	na
tuas	VER	ind:pas:2s;	na
tuées	VER	par:pas;	f
quoi	PRO:int	na	na
quoi	PRO:rel	na	na
comment	ADV	na	na
mourrions	VER	cnd:pre:1p;	na
mourant	VER	par:pre;	na
mouraient	VER	ind:imp:3p;	na
mourrez	VER	ind:fut:2p;	na
mourais	VER	ind:imp:1s;ind:imp:2s;	na
meurs	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	na
meurt	VER	ind:pre:3s;	na
mourrait	VER	cnd:pre:3s;	na
mourez	VER	imp:pre:2p;ind:pre:2p;	na
meures	VER	sub:pre:2s;	na
mourir	VER	inf;;	na
mourait	VER	ind:imp:3s;	na
mourra	VER	ind:fut:3s;	na
mourrai	VER	ind:fut:1s;	na
mourront	VER	ind:fut:3p;	na
mourraient	VER	cnd:pre:3p;	na
mourrais	VER	cnd:pre:1s;cnd:pre:2s;	na
mourrons	VER	ind:fut:1p;	na
mort	VER	par:pas;	m
meure	VER	sub:pre:1s;sub:pre:3s;	na
morte	VER	par:pas;	f
mortes	VER	par:pas;	f
meurent	VER	ind:pre:3p;	na
mourras	VER	ind:fut:2s;	na
morts	VER	par:pas;	m
mourions	VER	ind:imp:1p;	na
mouriez	VER	ind:imp:2p;	na
mourons	VER	imp:pre:1p;ind:pre:1p;	na
mourussent	VER	sub:imp:3p;	na
moururent	VER	ind:pas:3p;	na
mourus	VER	ind:pas:1s;ind:pas:2s;	na
